symbol,session_date,scenario,cost_model,reason
ZS,2026-07-15,research_fidelity,zero,max_gross_exposure
MPC,2026-07-15,research_fidelity,zero,max_gross_exposure
MRK,2026-07-15,research_fidelity,zero,max_gross_exposure
ISRG,2026-07-15,research_fidelity,zero,max_gross_exposure
ABT,2026-07-15,research_fidelity,zero,max_gross_exposure
CAT,2026-07-15,research_fidelity,zero,max_gross_exposure
MDT,2026-07-15,research_fidelity,zero,max_gross_exposure
XLV,2026-07-15,research_fidelity,zero,max_gross_exposure
CVS,2026-07-15,research_fidelity,baseline,max_gross_exposure
TGT,2026-07-15,research_fidelity,baseline,max_gross_exposure
C,2026-07-15,research_fidelity,baseline,max_gross_exposure
WFC,2026-07-15,research_fidelity,baseline,max_gross_exposure
GS,2026-07-15,research_fidelity,baseline,max_gross_exposure
MS,2026-07-15,research_fidelity,baseline,max_gross_exposure
ABBV,2026-07-15,research_fidelity,baseline,max_gross_exposure
CRWD,2026-07-15,research_fidelity,baseline,max_gross_exposure
MCD,2026-07-15,research_fidelity,baseline,max_gross_exposure
JPM,2026-07-15,research_fidelity,baseline,max_gross_exposure
JNJ,2026-07-15,research_fidelity,baseline,max_gross_exposure
ZS,2026-07-15,research_fidelity,baseline,max_gross_exposure
MPC,2026-07-15,research_fidelity,baseline,max_gross_exposure
MRK,2026-07-15,research_fidelity,baseline,max_gross_exposure
ISRG,2026-07-15,research_fidelity,baseline,max_gross_exposure
ABT,2026-07-15,research_fidelity,baseline,max_gross_exposure
CAT,2026-07-15,research_fidelity,baseline,max_gross_exposure
MDT,2026-07-15,research_fidelity,baseline,max_gross_exposure
XLV,2026-07-15,research_fidelity,baseline,max_gross_exposure
CVS,2026-07-15,research_fidelity,stressed,max_gross_exposure
TGT,2026-07-15,research_fidelity,stressed,max_gross_exposure
C,2026-07-15,research_fidelity,stressed,max_gross_exposure
WFC,2026-07-15,research_fidelity,stressed,max_gross_exposure
GS,2026-07-15,research_fidelity,stressed,max_gross_exposure
MS,2026-07-15,research_fidelity,stressed,max_gross_exposure
ABBV,2026-07-15,research_fidelity,stressed,max_gross_exposure
CRWD,2026-07-15,research_fidelity,stressed,max_gross_exposure
MCD,2026-07-15,research_fidelity,stressed,max_gross_exposure
JPM,2026-07-15,research_fidelity,stressed,max_gross_exposure
JNJ,2026-07-15,research_fidelity,stressed,max_gross_exposure
ZS,2026-07-15,research_fidelity,stressed,max_gross_exposure
MPC,2026-07-15,research_fidelity,stressed,max_gross_exposure
MRK,2026-07-15,research_fidelity,stressed,max_gross_exposure
ISRG,2026-07-15,research_fidelity,stressed,max_gross_exposure
ABT,2026-07-15,research_fidelity,stressed,max_gross_exposure
CAT,2026-07-15,research_fidelity,stressed,max_gross_exposure
MDT,2026-07-15,research_fidelity,stressed,max_gross_exposure
XLV,2026-07-15,research_fidelity,stressed,max_gross_exposure
GS,2026-07-15,intended_deployment,zero,max_concurrent_positions
MS,2026-07-15,intended_deployment,zero,max_concurrent_positions
ABBV,2026-07-15,intended_deployment,zero,max_concurrent_positions
CRWD,2026-07-15,intended_deployment,zero,max_concurrent_positions
MCD,2026-07-15,intended_deployment,zero,max_concurrent_positions
JPM,2026-07-15,intended_deployment,zero,max_concurrent_positions
JNJ,2026-07-15,intended_deployment,zero,max_concurrent_positions
ZS,2026-07-15,intended_deployment,zero,max_concurrent_positions
MPC,2026-07-15,intended_deployment,zero,max_concurrent_positions
MRK,2026-07-15,intended_deployment,zero,max_concurrent_positions
ISRG,2026-07-15,intended_deployment,zero,max_concurrent_positions
ABT,2026-07-15,intended_deployment,zero,max_concurrent_positions
CAT,2026-07-15,intended_deployment,zero,max_concurrent_positions
MDT,2026-07-15,intended_deployment,zero,max_concurrent_positions
XLV,2026-07-15,intended_deployment,zero,max_concurrent_positions
WFC,2026-07-15,intended_deployment,baseline,max_gross_exposure
MS,2026-07-15,intended_deployment,baseline,max_concurrent_positions
ABBV,2026-07-15,intended_deployment,baseline,max_concurrent_positions
CRWD,2026-07-15,intended_deployment,baseline,max_concurrent_positions
MCD,2026-07-15,intended_deployment,baseline,max_concurrent_positions
JPM,2026-07-15,intended_deployment,baseline,max_concurrent_positions
JNJ,2026-07-15,intended_deployment,baseline,max_concurrent_positions
ZS,2026-07-15,intended_deployment,baseline,max_concurrent_positions
MPC,2026-07-15,intended_deployment,baseline,max_concurrent_positions
MRK,2026-07-15,intended_deployment,baseline,max_concurrent_positions
ISRG,2026-07-15,intended_deployment,baseline,max_concurrent_positions
ABT,2026-07-15,intended_deployment,baseline,max_concurrent_positions
CAT,2026-07-15,intended_deployment,baseline,max_concurrent_positions
MDT,2026-07-15,intended_deployment,baseline,max_concurrent_positions
XLV,2026-07-15,intended_deployment,baseline,max_concurrent_positions
GS,2026-07-15,intended_deployment,stressed,max_concurrent_positions
MS,2026-07-15,intended_deployment,stressed,max_concurrent_positions
ABBV,2026-07-15,intended_deployment,stressed,max_concurrent_positions
CRWD,2026-07-15,intended_deployment,stressed,max_concurrent_positions
MCD,2026-07-15,intended_deployment,stressed,max_concurrent_positions
JPM,2026-07-15,intended_deployment,stressed,max_concurrent_positions
JNJ,2026-07-15,intended_deployment,stressed,max_concurrent_positions
ZS,2026-07-15,intended_deployment,stressed,max_concurrent_positions
MPC,2026-07-15,intended_deployment,stressed,max_concurrent_positions
MRK,2026-07-15,intended_deployment,stressed,max_concurrent_positions
ISRG,2026-07-15,intended_deployment,stressed,max_concurrent_positions
ABT,2026-07-15,intended_deployment,stressed,max_concurrent_positions
CAT,2026-07-15,intended_deployment,stressed,max_concurrent_positions
MDT,2026-07-15,intended_deployment,stressed,max_concurrent_positions
XLV,2026-07-15,intended_deployment,stressed,max_concurrent_positions
ETN,2026-07-16,research_fidelity,zero,max_gross_exposure
UNH,2026-07-16,research_fidelity,zero,max_gross_exposure
GE,2026-07-16,research_fidelity,zero,max_gross_exposure
CI,2026-07-16,research_fidelity,zero,max_gross_exposure
CMG,2026-07-16,research_fidelity,zero,max_gross_exposure
CVS,2026-07-16,research_fidelity,zero,max_gross_exposure
ISRG,2026-07-16,research_fidelity,zero,max_gross_exposure
SCHW,2026-07-16,research_fidelity,zero,max_gross_exposure
USB,2026-07-16,research_fidelity,zero,max_gross_exposure
MDT,2026-07-16,research_fidelity,zero,max_gross_exposure
CRWD,2026-07-16,research_fidelity,zero,max_gross_exposure
WFC,2026-07-16,research_fidelity,zero,max_gross_exposure
CSCO,2026-07-16,research_fidelity,zero,max_gross_exposure
XLC,2026-07-16,research_fidelity,zero,max_gross_exposure
GLD,2026-07-16,research_fidelity,zero,max_gross_exposure
ELV,2026-07-16,research_fidelity,zero,max_gross_exposure
KHC,2026-07-16,research_fidelity,zero,max_gross_exposure
GOOGL,2026-07-16,research_fidelity,zero,max_gross_exposure
COST,2026-07-16,research_fidelity,zero,max_gross_exposure
ETN,2026-07-16,research_fidelity,baseline,max_gross_exposure
UNH,2026-07-16,research_fidelity,baseline,max_gross_exposure
GE,2026-07-16,research_fidelity,baseline,max_gross_exposure
CI,2026-07-16,research_fidelity,baseline,max_gross_exposure
CMG,2026-07-16,research_fidelity,baseline,max_gross_exposure
CVS,2026-07-16,research_fidelity,baseline,max_gross_exposure
ISRG,2026-07-16,research_fidelity,baseline,max_gross_exposure
SCHW,2026-07-16,research_fidelity,baseline,max_gross_exposure
USB,2026-07-16,research_fidelity,baseline,max_gross_exposure
MDT,2026-07-16,research_fidelity,baseline,max_gross_exposure
CRWD,2026-07-16,research_fidelity,baseline,max_gross_exposure
WFC,2026-07-16,research_fidelity,baseline,max_gross_exposure
CSCO,2026-07-16,research_fidelity,baseline,max_gross_exposure
XLC,2026-07-16,research_fidelity,baseline,max_gross_exposure
GLD,2026-07-16,research_fidelity,baseline,max_gross_exposure
ELV,2026-07-16,research_fidelity,baseline,max_gross_exposure
KHC,2026-07-16,research_fidelity,baseline,max_gross_exposure
GOOGL,2026-07-16,research_fidelity,baseline,max_gross_exposure
COST,2026-07-16,research_fidelity,baseline,max_gross_exposure
ETN,2026-07-16,research_fidelity,stressed,max_gross_exposure
UNH,2026-07-16,research_fidelity,stressed,max_gross_exposure
GE,2026-07-16,research_fidelity,stressed,max_gross_exposure
CI,2026-07-16,research_fidelity,stressed,max_gross_exposure
CMG,2026-07-16,research_fidelity,stressed,max_gross_exposure
CVS,2026-07-16,research_fidelity,stressed,max_gross_exposure
ISRG,2026-07-16,research_fidelity,stressed,max_gross_exposure
SCHW,2026-07-16,research_fidelity,stressed,max_gross_exposure
USB,2026-07-16,research_fidelity,stressed,max_gross_exposure
MDT,2026-07-16,research_fidelity,stressed,max_gross_exposure
CRWD,2026-07-16,research_fidelity,stressed,max_gross_exposure
WFC,2026-07-16,research_fidelity,stressed,max_gross_exposure
CSCO,2026-07-16,research_fidelity,stressed,max_gross_exposure
XLC,2026-07-16,research_fidelity,stressed,max_gross_exposure
GLD,2026-07-16,research_fidelity,stressed,max_gross_exposure
ELV,2026-07-16,research_fidelity,stressed,max_gross_exposure
KHC,2026-07-16,research_fidelity,stressed,max_gross_exposure
GOOGL,2026-07-16,research_fidelity,stressed,max_gross_exposure
COST,2026-07-16,research_fidelity,stressed,max_gross_exposure
CMG,2026-07-16,intended_deployment,zero,max_concurrent_positions
CVS,2026-07-16,intended_deployment,zero,max_concurrent_positions
ISRG,2026-07-16,intended_deployment,zero,max_concurrent_positions
SCHW,2026-07-16,intended_deployment,zero,max_concurrent_positions
USB,2026-07-16,intended_deployment,zero,max_concurrent_positions
MDT,2026-07-16,intended_deployment,zero,max_concurrent_positions
CRWD,2026-07-16,intended_deployment,zero,max_concurrent_positions
WFC,2026-07-16,intended_deployment,zero,max_concurrent_positions
CSCO,2026-07-16,intended_deployment,zero,max_concurrent_positions
XLC,2026-07-16,intended_deployment,zero,max_concurrent_positions
GLD,2026-07-16,intended_deployment,zero,max_concurrent_positions
ELV,2026-07-16,intended_deployment,zero,max_concurrent_positions
KHC,2026-07-16,intended_deployment,zero,max_concurrent_positions
GOOGL,2026-07-16,intended_deployment,zero,max_concurrent_positions
COST,2026-07-16,intended_deployment,zero,max_concurrent_positions
CMG,2026-07-16,intended_deployment,baseline,max_concurrent_positions
CVS,2026-07-16,intended_deployment,baseline,max_concurrent_positions
ISRG,2026-07-16,intended_deployment,baseline,max_concurrent_positions
SCHW,2026-07-16,intended_deployment,baseline,max_concurrent_positions
USB,2026-07-16,intended_deployment,baseline,max_concurrent_positions
MDT,2026-07-16,intended_deployment,baseline,max_concurrent_positions
CRWD,2026-07-16,intended_deployment,baseline,max_concurrent_positions
WFC,2026-07-16,intended_deployment,baseline,max_concurrent_positions
CSCO,2026-07-16,intended_deployment,baseline,max_concurrent_positions
XLC,2026-07-16,intended_deployment,baseline,max_concurrent_positions
GLD,2026-07-16,intended_deployment,baseline,max_concurrent_positions
ELV,2026-07-16,intended_deployment,baseline,max_concurrent_positions
KHC,2026-07-16,intended_deployment,baseline,max_concurrent_positions
GOOGL,2026-07-16,intended_deployment,baseline,max_concurrent_positions
COST,2026-07-16,intended_deployment,baseline,max_concurrent_positions
CI,2026-07-16,intended_deployment,stressed,max_gross_exposure
CMG,2026-07-16,intended_deployment,stressed,max_gross_exposure
CVS,2026-07-16,intended_deployment,stressed,max_gross_exposure
ISRG,2026-07-16,intended_deployment,stressed,max_gross_exposure
SCHW,2026-07-16,intended_deployment,stressed,max_gross_exposure
USB,2026-07-16,intended_deployment,stressed,max_gross_exposure
MDT,2026-07-16,intended_deployment,stressed,max_gross_exposure
CRWD,2026-07-16,intended_deployment,stressed,max_gross_exposure
WFC,2026-07-16,intended_deployment,stressed,max_gross_exposure
CSCO,2026-07-16,intended_deployment,stressed,max_gross_exposure
XLC,2026-07-16,intended_deployment,stressed,max_gross_exposure
GLD,2026-07-16,intended_deployment,stressed,max_gross_exposure
ELV,2026-07-16,intended_deployment,stressed,max_gross_exposure
KHC,2026-07-16,intended_deployment,stressed,max_gross_exposure
GOOGL,2026-07-16,intended_deployment,stressed,max_gross_exposure
COST,2026-07-16,intended_deployment,stressed,max_gross_exposure
NFLX,2026-07-17,research_fidelity,zero,max_gross_exposure
COF,2026-07-17,research_fidelity,zero,max_gross_exposure
BX,2026-07-17,research_fidelity,zero,max_gross_exposure
C,2026-07-17,research_fidelity,zero,max_gross_exposure
CMG,2026-07-17,research_fidelity,zero,max_gross_exposure
DIS,2026-07-17,research_fidelity,zero,max_gross_exposure
JNJ,2026-07-17,research_fidelity,zero,max_gross_exposure
MS,2026-07-17,research_fidelity,zero,max_gross_exposure
TXN,2026-07-17,research_fidelity,zero,max_gross_exposure
APP,2026-07-17,research_fidelity,zero,max_gross_exposure
SPY,2026-07-17,research_fidelity,zero,max_gross_exposure
ABT,2026-07-17,research_fidelity,zero,max_gross_exposure
PANW,2026-07-17,research_fidelity,zero,max_gross_exposure
XLP,2026-07-17,research_fidelity,zero,max_gross_exposure
KHC,2026-07-17,research_fidelity,zero,max_gross_exposure
MO,2026-07-17,research_fidelity,zero,max_gross_exposure
MDLZ,2026-07-17,research_fidelity,zero,max_gross_exposure
BA,2026-07-17,research_fidelity,zero,max_gross_exposure
NFLX,2026-07-17,research_fidelity,baseline,max_gross_exposure
COF,2026-07-17,research_fidelity,baseline,max_gross_exposure
BX,2026-07-17,research_fidelity,baseline,max_gross_exposure
C,2026-07-17,research_fidelity,baseline,max_gross_exposure
CMG,2026-07-17,research_fidelity,baseline,max_gross_exposure
DIS,2026-07-17,research_fidelity,baseline,max_gross_exposure
JNJ,2026-07-17,research_fidelity,baseline,max_gross_exposure
MS,2026-07-17,research_fidelity,baseline,max_gross_exposure
TXN,2026-07-17,research_fidelity,baseline,max_gross_exposure
APP,2026-07-17,research_fidelity,baseline,max_gross_exposure
SPY,2026-07-17,research_fidelity,baseline,max_gross_exposure
ABT,2026-07-17,research_fidelity,baseline,max_gross_exposure
PANW,2026-07-17,research_fidelity,baseline,max_gross_exposure
XLP,2026-07-17,research_fidelity,baseline,max_gross_exposure
KHC,2026-07-17,research_fidelity,baseline,max_gross_exposure
MO,2026-07-17,research_fidelity,baseline,max_gross_exposure
MDLZ,2026-07-17,research_fidelity,baseline,max_gross_exposure
BA,2026-07-17,research_fidelity,baseline,max_gross_exposure
NFLX,2026-07-17,research_fidelity,stressed,max_gross_exposure
COF,2026-07-17,research_fidelity,stressed,max_gross_exposure
BX,2026-07-17,research_fidelity,stressed,max_gross_exposure
C,2026-07-17,research_fidelity,stressed,max_gross_exposure
CMG,2026-07-17,research_fidelity,stressed,max_gross_exposure
DIS,2026-07-17,research_fidelity,stressed,max_gross_exposure
JNJ,2026-07-17,research_fidelity,stressed,max_gross_exposure
MS,2026-07-17,research_fidelity,stressed,max_gross_exposure
TXN,2026-07-17,research_fidelity,stressed,max_gross_exposure
APP,2026-07-17,research_fidelity,stressed,max_gross_exposure
SPY,2026-07-17,research_fidelity,stressed,max_gross_exposure
ABT,2026-07-17,research_fidelity,stressed,max_gross_exposure
PANW,2026-07-17,research_fidelity,stressed,max_gross_exposure
XLP,2026-07-17,research_fidelity,stressed,max_gross_exposure
KHC,2026-07-17,research_fidelity,stressed,max_gross_exposure
MO,2026-07-17,research_fidelity,stressed,max_gross_exposure
MDLZ,2026-07-17,research_fidelity,stressed,max_gross_exposure
BA,2026-07-17,research_fidelity,stressed,max_gross_exposure
BX,2026-07-17,intended_deployment,zero,max_gross_exposure
C,2026-07-17,intended_deployment,zero,max_gross_exposure
CMG,2026-07-17,intended_deployment,zero,max_gross_exposure
DIS,2026-07-17,intended_deployment,zero,max_gross_exposure
JNJ,2026-07-17,intended_deployment,zero,max_gross_exposure
MS,2026-07-17,intended_deployment,zero,max_gross_exposure
TXN,2026-07-17,intended_deployment,zero,max_gross_exposure
APP,2026-07-17,intended_deployment,zero,max_gross_exposure
SPY,2026-07-17,intended_deployment,zero,max_gross_exposure
ABT,2026-07-17,intended_deployment,zero,max_gross_exposure
PANW,2026-07-17,intended_deployment,zero,max_gross_exposure
XLP,2026-07-17,intended_deployment,zero,max_gross_exposure
KHC,2026-07-17,intended_deployment,zero,max_gross_exposure
MO,2026-07-17,intended_deployment,zero,max_gross_exposure
MDLZ,2026-07-17,intended_deployment,zero,max_gross_exposure
BA,2026-07-17,intended_deployment,zero,max_gross_exposure
BX,2026-07-17,intended_deployment,baseline,max_gross_exposure
C,2026-07-17,intended_deployment,baseline,max_gross_exposure
CMG,2026-07-17,intended_deployment,baseline,max_gross_exposure
DIS,2026-07-17,intended_deployment,baseline,max_gross_exposure
JNJ,2026-07-17,intended_deployment,baseline,max_gross_exposure
MS,2026-07-17,intended_deployment,baseline,max_gross_exposure
TXN,2026-07-17,intended_deployment,baseline,max_gross_exposure
APP,2026-07-17,intended_deployment,baseline,max_gross_exposure
SPY,2026-07-17,intended_deployment,baseline,max_gross_exposure
ABT,2026-07-17,intended_deployment,baseline,max_gross_exposure
PANW,2026-07-17,intended_deployment,baseline,max_gross_exposure
XLP,2026-07-17,intended_deployment,baseline,max_gross_exposure
KHC,2026-07-17,intended_deployment,baseline,max_gross_exposure
MO,2026-07-17,intended_deployment,baseline,max_gross_exposure
MDLZ,2026-07-17,intended_deployment,baseline,max_gross_exposure
BA,2026-07-17,intended_deployment,baseline,max_gross_exposure
C,2026-07-17,intended_deployment,stressed,max_concurrent_positions
CMG,2026-07-17,intended_deployment,stressed,max_concurrent_positions
DIS,2026-07-17,intended_deployment,stressed,max_concurrent_positions
JNJ,2026-07-17,intended_deployment,stressed,max_concurrent_positions
MS,2026-07-17,intended_deployment,stressed,max_concurrent_positions
TXN,2026-07-17,intended_deployment,stressed,max_concurrent_positions
APP,2026-07-17,intended_deployment,stressed,max_concurrent_positions
SPY,2026-07-17,intended_deployment,stressed,max_concurrent_positions
ABT,2026-07-17,intended_deployment,stressed,max_concurrent_positions
PANW,2026-07-17,intended_deployment,stressed,max_concurrent_positions
XLP,2026-07-17,intended_deployment,stressed,max_concurrent_positions
KHC,2026-07-17,intended_deployment,stressed,max_concurrent_positions
MO,2026-07-17,intended_deployment,stressed,max_concurrent_positions
MDLZ,2026-07-17,intended_deployment,stressed,max_concurrent_positions
BA,2026-07-17,intended_deployment,stressed,max_concurrent_positions
CL,2026-07-20,research_fidelity,zero,max_gross_exposure
CMG,2026-07-20,research_fidelity,zero,max_gross_exposure
PM,2026-07-20,research_fidelity,zero,max_gross_exposure
GM,2026-07-20,research_fidelity,zero,max_gross_exposure
OXY,2026-07-20,research_fidelity,zero,max_gross_exposure
NET,2026-07-20,research_fidelity,zero,max_gross_exposure
TMO,2026-07-20,research_fidelity,zero,max_gross_exposure
ISRG,2026-07-20,research_fidelity,zero,max_gross_exposure
C,2026-07-20,research_fidelity,zero,max_gross_exposure
BX,2026-07-20,research_fidelity,zero,max_gross_exposure
SCHW,2026-07-20,research_fidelity,zero,max_gross_exposure
NVDA,2026-07-20,research_fidelity,zero,max_gross_exposure
NFLX,2026-07-20,research_fidelity,zero,max_gross_exposure
INTC,2026-07-20,research_fidelity,zero,max_gross_exposure
LLY,2026-07-20,research_fidelity,zero,max_gross_exposure
PFE,2026-07-20,research_fidelity,zero,max_gross_exposure
GILD,2026-07-20,research_fidelity,zero,max_gross_exposure
EOG,2026-07-20,research_fidelity,zero,max_gross_exposure
FDX,2026-07-20,research_fidelity,zero,max_gross_exposure
CL,2026-07-20,research_fidelity,baseline,max_gross_exposure
CMG,2026-07-20,research_fidelity,baseline,max_gross_exposure
PM,2026-07-20,research_fidelity,baseline,max_gross_exposure
GM,2026-07-20,research_fidelity,baseline,max_gross_exposure
OXY,2026-07-20,research_fidelity,baseline,max_gross_exposure
NET,2026-07-20,research_fidelity,baseline,max_gross_exposure
TMO,2026-07-20,research_fidelity,baseline,max_gross_exposure
ISRG,2026-07-20,research_fidelity,baseline,max_gross_exposure
C,2026-07-20,research_fidelity,baseline,max_gross_exposure
BX,2026-07-20,research_fidelity,baseline,max_gross_exposure
SCHW,2026-07-20,research_fidelity,baseline,max_gross_exposure
NVDA,2026-07-20,research_fidelity,baseline,max_gross_exposure
NFLX,2026-07-20,research_fidelity,baseline,max_gross_exposure
INTC,2026-07-20,research_fidelity,baseline,max_gross_exposure
LLY,2026-07-20,research_fidelity,baseline,max_gross_exposure
PFE,2026-07-20,research_fidelity,baseline,max_gross_exposure
GILD,2026-07-20,research_fidelity,baseline,max_gross_exposure
EOG,2026-07-20,research_fidelity,baseline,max_gross_exposure
FDX,2026-07-20,research_fidelity,baseline,max_gross_exposure
CL,2026-07-20,research_fidelity,stressed,max_gross_exposure
CMG,2026-07-20,research_fidelity,stressed,max_gross_exposure
PM,2026-07-20,research_fidelity,stressed,max_gross_exposure
GM,2026-07-20,research_fidelity,stressed,max_gross_exposure
OXY,2026-07-20,research_fidelity,stressed,max_gross_exposure
NET,2026-07-20,research_fidelity,stressed,max_gross_exposure
TMO,2026-07-20,research_fidelity,stressed,max_gross_exposure
ISRG,2026-07-20,research_fidelity,stressed,max_gross_exposure
C,2026-07-20,research_fidelity,stressed,max_gross_exposure
BX,2026-07-20,research_fidelity,stressed,max_gross_exposure
SCHW,2026-07-20,research_fidelity,stressed,max_gross_exposure
NVDA,2026-07-20,research_fidelity,stressed,max_gross_exposure
NFLX,2026-07-20,research_fidelity,stressed,max_gross_exposure
INTC,2026-07-20,research_fidelity,stressed,max_gross_exposure
LLY,2026-07-20,research_fidelity,stressed,max_gross_exposure
PFE,2026-07-20,research_fidelity,stressed,max_gross_exposure
GILD,2026-07-20,research_fidelity,stressed,max_gross_exposure
EOG,2026-07-20,research_fidelity,stressed,max_gross_exposure
FDX,2026-07-20,research_fidelity,stressed,max_gross_exposure
OXY,2026-07-20,intended_deployment,zero,max_concurrent_positions
NET,2026-07-20,intended_deployment,zero,max_concurrent_positions
TMO,2026-07-20,intended_deployment,zero,max_concurrent_positions
ISRG,2026-07-20,intended_deployment,zero,max_concurrent_positions
C,2026-07-20,intended_deployment,zero,max_concurrent_positions
BX,2026-07-20,intended_deployment,zero,max_concurrent_positions
SCHW,2026-07-20,intended_deployment,zero,max_concurrent_positions
NVDA,2026-07-20,intended_deployment,zero,max_concurrent_positions
NFLX,2026-07-20,intended_deployment,zero,max_concurrent_positions
INTC,2026-07-20,intended_deployment,zero,max_concurrent_positions
LLY,2026-07-20,intended_deployment,zero,max_concurrent_positions
PFE,2026-07-20,intended_deployment,zero,max_concurrent_positions
GILD,2026-07-20,intended_deployment,zero,max_concurrent_positions
EOG,2026-07-20,intended_deployment,zero,max_concurrent_positions
FDX,2026-07-20,intended_deployment,zero,max_concurrent_positions
OXY,2026-07-20,intended_deployment,baseline,max_concurrent_positions
NET,2026-07-20,intended_deployment,baseline,max_concurrent_positions
TMO,2026-07-20,intended_deployment,baseline,max_concurrent_positions
ISRG,2026-07-20,intended_deployment,baseline,max_concurrent_positions
C,2026-07-20,intended_deployment,baseline,max_concurrent_positions
BX,2026-07-20,intended_deployment,baseline,max_concurrent_positions
SCHW,2026-07-20,intended_deployment,baseline,max_concurrent_positions
NVDA,2026-07-20,intended_deployment,baseline,max_concurrent_positions
NFLX,2026-07-20,intended_deployment,baseline,max_concurrent_positions
INTC,2026-07-20,intended_deployment,baseline,max_concurrent_positions
LLY,2026-07-20,intended_deployment,baseline,max_concurrent_positions
PFE,2026-07-20,intended_deployment,baseline,max_concurrent_positions
GILD,2026-07-20,intended_deployment,baseline,max_concurrent_positions
EOG,2026-07-20,intended_deployment,baseline,max_concurrent_positions
FDX,2026-07-20,intended_deployment,baseline,max_concurrent_positions
OXY,2026-07-20,intended_deployment,stressed,max_concurrent_positions
NET,2026-07-20,intended_deployment,stressed,max_concurrent_positions
TMO,2026-07-20,intended_deployment,stressed,max_concurrent_positions
ISRG,2026-07-20,intended_deployment,stressed,max_concurrent_positions
C,2026-07-20,intended_deployment,stressed,max_concurrent_positions
BX,2026-07-20,intended_deployment,stressed,max_concurrent_positions
SCHW,2026-07-20,intended_deployment,stressed,max_concurrent_positions
NVDA,2026-07-20,intended_deployment,stressed,max_concurrent_positions
NFLX,2026-07-20,intended_deployment,stressed,max_concurrent_positions
INTC,2026-07-20,intended_deployment,stressed,max_concurrent_positions
LLY,2026-07-20,intended_deployment,stressed,max_concurrent_positions
PFE,2026-07-20,intended_deployment,stressed,max_concurrent_positions
GILD,2026-07-20,intended_deployment,stressed,max_concurrent_positions
EOG,2026-07-20,intended_deployment,stressed,max_concurrent_positions
FDX,2026-07-20,intended_deployment,stressed,max_concurrent_positions
GM,2026-07-21,research_fidelity,zero,max_gross_exposure
SCHW,2026-07-21,research_fidelity,zero,max_gross_exposure
BA,2026-07-21,research_fidelity,zero,max_gross_exposure
COP,2026-07-21,research_fidelity,zero,max_gross_exposure
WMT,2026-07-21,research_fidelity,zero,max_gross_exposure
UBER,2026-07-21,research_fidelity,zero,max_gross_exposure
GILD,2026-07-21,research_fidelity,zero,max_gross_exposure
AAPL,2026-07-21,research_fidelity,zero,max_gross_exposure
ABBV,2026-07-21,research_fidelity,zero,max_gross_exposure
DXCM,2026-07-21,research_fidelity,zero,max_gross_exposure
MS,2026-07-21,research_fidelity,zero,max_gross_exposure
MCD,2026-07-21,research_fidelity,zero,max_gross_exposure
MDLZ,2026-07-21,research_fidelity,zero,max_gross_exposure
SHW,2026-07-21,research_fidelity,zero,max_gross_exposure
ADBE,2026-07-21,research_fidelity,zero,max_gross_exposure
MO,2026-07-21,research_fidelity,zero,max_gross_exposure
INTC,2026-07-21,research_fidelity,zero,max_gross_exposure
CL,2026-07-21,research_fidelity,zero,max_gross_exposure
NOW,2026-07-21,research_fidelity,zero,max_gross_exposure
GM,2026-07-21,research_fidelity,baseline,max_gross_exposure
SCHW,2026-07-21,research_fidelity,baseline,max_gross_exposure
BA,2026-07-21,research_fidelity,baseline,max_gross_exposure
COP,2026-07-21,research_fidelity,baseline,max_gross_exposure
WMT,2026-07-21,research_fidelity,baseline,max_gross_exposure
UBER,2026-07-21,research_fidelity,baseline,max_gross_exposure
GILD,2026-07-21,research_fidelity,baseline,max_gross_exposure
AAPL,2026-07-21,research_fidelity,baseline,max_gross_exposure
ABBV,2026-07-21,research_fidelity,baseline,max_gross_exposure
DXCM,2026-07-21,research_fidelity,baseline,max_gross_exposure
MS,2026-07-21,research_fidelity,baseline,max_gross_exposure
MCD,2026-07-21,research_fidelity,baseline,max_gross_exposure
MDLZ,2026-07-21,research_fidelity,baseline,max_gross_exposure
SHW,2026-07-21,research_fidelity,baseline,max_gross_exposure
ADBE,2026-07-21,research_fidelity,baseline,max_gross_exposure
MO,2026-07-21,research_fidelity,baseline,max_gross_exposure
INTC,2026-07-21,research_fidelity,baseline,max_gross_exposure
CL,2026-07-21,research_fidelity,baseline,max_gross_exposure
NOW,2026-07-21,research_fidelity,baseline,max_gross_exposure
GM,2026-07-21,research_fidelity,stressed,max_gross_exposure
SCHW,2026-07-21,research_fidelity,stressed,max_gross_exposure
BA,2026-07-21,research_fidelity,stressed,max_gross_exposure
COP,2026-07-21,research_fidelity,stressed,max_gross_exposure
WMT,2026-07-21,research_fidelity,stressed,max_gross_exposure
UBER,2026-07-21,research_fidelity,stressed,max_gross_exposure
GILD,2026-07-21,research_fidelity,stressed,max_gross_exposure
AAPL,2026-07-21,research_fidelity,stressed,max_gross_exposure
ABBV,2026-07-21,research_fidelity,stressed,max_gross_exposure
DXCM,2026-07-21,research_fidelity,stressed,max_gross_exposure
MS,2026-07-21,research_fidelity,stressed,max_gross_exposure
MCD,2026-07-21,research_fidelity,stressed,max_gross_exposure
MDLZ,2026-07-21,research_fidelity,stressed,max_gross_exposure
SHW,2026-07-21,research_fidelity,stressed,max_gross_exposure
ADBE,2026-07-21,research_fidelity,stressed,max_gross_exposure
MO,2026-07-21,research_fidelity,stressed,max_gross_exposure
